temperature,vibration,rotation_speed,voltage,current,pressure,noise_level,efficiency,load_val,torque,maintenance_level,operating_mode,cooling_type,sensor_status,class_cat
0.655147672797141,0.78522816970337,0.353478904839721,0.790979675097486,0.175926499570493,0.383640500250858,0.530444406536308,0.445354469026234,0.492961761004372,0.714765809385838,1,0,1,0,MechanicalFailure
0.524422499642981,0.30725729517253,0.474851456963368,0.26693495251524,0.543576201089014,0.423809083920767,0.278433530814637,0.424921855893634,0.329400093944461,0.396980129731888,0.5,1,1,1,ElectricalFailure
0.182461115361102,0.154400901721754,0.445724810351594,0.764248936260998,0.297627070763924,0.383640500250858,0.258041359651401,0.808789829866743,0.321487747624275,0.374397488109452,0.5,1,1,0,Normal
0.306736938451077,0.178216275780543,0.521950807555655,0.662089802537897,0.222078560597155,0.383640500250858,0.329375592183883,0.838361724893507,0.38198388708461,0.46373665146845,1,1,1,1,Normal
0.154870414272784,0.229773532121135,0.544703759900156,0.641152459110083,0.274257569498183,0.238036876399816,0.230527014591942,0.857476654752245,0.368388167202354,0.446568613243604,0.5,0.5,1,1,Normal
0.0801654574136257,0.135564569993506,0.532095158981999,0.757826222082326,0.297627070763924,0.236274019153749,0.171076947684112,0.813950250821112,0.614778194868245,0.363402080384419,1,0.5,1,1,Normal
0.289007346697636,0.128378584322852,0.603466925557432,0.629998192010212,0.265155153719885,0.277390905923785,0.0417427568858883,0.885538735209518,0.288017950891723,0.413124938303442,0.5,1,0,1,Normal
0.393180239520444,0.67670952105222,0.47957738070334,0.809102049095393,0.133704051481847,0.622313238787451,0.373601165211113,0.411918231075221,0.783924231385217,0.778705597415698,1,0,1,1,MechanicalFailure
0.462870168171836,0.293928824724746,0.186910026436782,0.698560455000878,0.143218173116974,0.802524756007026,0.693322117266867,0.468508308506693,0.55862350679528,0.80537098361408,0.5,0.5,0,1,MechanicalFailure
0.609147683333029,0.293928824724746,0.41393904372602,0.675247377038074,0.223464184062514,0.529068875018584,0.570459280344718,0.528506420870183,0.821365208713221,0.879951610946519,1,0.5,1,1,MechanicalFailure
0.462870168171836,0.788654694282254,0.554135262851576,0.734642503450634,0.293061010615002,0.841309994642346,0.475360615738224,0.535740683564973,0.616466438234394,0.815459185645924,0.5,0.5,0,1,MechanicalFailure
0.405167582931471,0.293928824724746,0.508725849168758,0.641916943935624,0.682166486351317,0.412508299416071,0.379445421989378,0.468508308506693,0.377988267484985,0.547251041339365,0.5,0.5,1,1,ElectricalFailure
0.334913877972594,0.194431692358742,0.763136206577219,0.736133123405919,0.281418413263838,0.3825663941015,0.263961702085707,0.882273156088296,0.314032986722755,0.166231561646537,0.5,0,1,1,Normal
0.628746396112288,0.354296025710993,0.574035835680479,0.294928204110247,0.688809643850356,0.334064011798388,0.346178566658658,0.468508308506693,0.474084542081696,0.274974501364049,0.5,1,1,0,ElectricalFailure
0.229571162595175,0.172390446265352,0.401725344454391,0.68132381630331,0.102027622200013,0.203404142258638,0.394533096423403,0.468508308506693,0.370758019234371,0.324553376250705,1,0.5,1,1,Normal
0.646535049281689,0.397082239657146,0.69936737486802,0.477453192918825,0.75461244926896,0.383640500250858,0.474757466543627,0.227653504070138,0.439211365063188,0.313166785988642,0,1,0,1,ElectricalFailure
0.462870168171836,0.794342552514059,0.482835300296714,0.703264047987685,0.351015852193684,0.383640500250858,0.600959534416015,0.468508308506693,0.441042524420312,0.46373665146845,0.5,0,0,0,MechanicalFailure
0.573038000320165,0.483094603232045,0.530155593154993,0.69056073476277,0.262624304062212,0.527371038567815,0.756185846333555,0.487891033466574,0.487859606092102,0.79377528253104,0.5,1,1,0,MechanicalFailure
0.431822183448215,0.243303924080444,0.686644820890558,0.665277762455934,0.171965649732509,0.48074865096134,0.280160915334978,0.842980653736797,0.427962056007622,0.389216384796914,1,1,0,0,Normal
0.305311396206877,0.129356298623659,0.783381627078292,0.744656461611022,0.169577068096362,0.286408294012568,0.26993079206036,0.879355940760219,0.331595872596993,0.342231896161655,0.5,0,0,1,Normal
0.540240766751184,0.269316880709819,0.334971349003169,0.381131886720331,0.55950977423929,0.431248745219845,0.43748066123597,0.333355658149746,0.483590793585302,0.395283878644871,1,0.5,1,1,ElectricalFailure
0.50803919373989,0.273604978516298,0.515437325181928,0.45775575055748,0.504205403625482,0.500617116333704,0.483066514702516,0.306122664528179,0.423111704831596,0.54269595881089,0,1,1,1,ElectricalFailure
0.18556011693467,0.189549063032851,0.574035835680479,0.680670439627356,0.264312802689376,0.31389418750684,0.225532862445196,0.468508308506693,0.586519224200752,0.258220063485879,0,0.5,0,0,Normal
0.297896230977756,0.36439300879126,0.577559512762421,0.570173593826717,0.297627070763924,0.428184620377941,0.33343437730461,0.504218424355852,0.372821073880221,0.336484616866084,0,0,1,0,ElectricalFailure
0.506290902963221,0.293763983855067,0.818302219925193,0.618264811549951,0.639273119230229,0.383640500250858,0.399021121161639,0.332433028576691,0.479636278979322,0.45959055807326,0,1,1,0,ElectricalFailure
0.562124171892879,0.241459492942669,0.537190311198218,0.531563140566518,0.686971385330273,0.383640500250858,0.477819001263745,0.532816848094811,0.438633289052812,0.425405898948985,0.5,1,0,0,ElectricalFailure
0.256342580123273,0.142152866166162,0.729359707879289,0.620651841491243,0.155294841144714,0.33161031125988,0.231356353276263,0.747839056960495,0.347805189023898,0.409463914233463,1,0.5,0,0,Normal
0.268623188933449,0.116120091767735,0.527709080251532,0.555473853580314,0.217591645227191,0.183892486723955,0.21222189971091,0.82279705143704,0.30055289370385,0.388218451716242,0.5,0.5,1,1,Normal
0.232673461974107,0.229099132714291,0.578032466983955,0.662089802537897,0.230027652958689,0.383640500250858,0.387155996182131,0.826989928600503,0.38204246236855,0.482052497762543,0,0.5,1,1,Normal
0.594612948901861,0.29928825310193,0.700475526018986,0.505794381130505,0.59625082139891,0.375270174696429,0.355203646115062,0.39773897727215,0.517811181123308,0.435620448584716,0,1,1,1,ElectricalFailure
0.274358777148907,0.153455776783753,0.641489995446337,0.755234770221932,0.191087581663876,0.409180796420462,0.24794843835086,0.752928166765429,0.325461254104291,0.228586584280085,1,0.5,1,1,Normal
0.682260653273203,0.492937026097626,0.522589167810956,0.595873123432227,0.243921340104645,0.383640500250858,0.646615413227161,0.456248139456487,0.700272610570569,0.629984053283893,0,1,0,0,MechanicalFailure
0.564043229260173,0.319777835566788,0.850244314726942,0.402606198786323,0.777167156613508,0.414032702304233,0.428563956421922,0.468508308506693,0.441042524420312,0.612026229328987,0,1,0,1,ElectricalFailure
0.781861482152839,0.795915658435437,0.465702561358563,0.699266654365849,0.368318267732726,0.516533761424207,0.591616175689038,0.326292956017299,0.636595989548922,0.768775431763505,0.5,1,1,0,MechanicalFailure
0.265975268641895,0.332013350500154,0.431518926441549,0.4844955819415,0.587774194485478,0.279823822760413,0.368822909857169,0.468508308506693,0.441042524420312,0.499481709336187,1,0.5,1,0,ElectricalFailure
0.462870168171836,0.149493252861546,0.395966265586081,0.731170173318142,0.119581440501796,0.377774059857377,0.327664344826456,0.862251541350465,0.468440326800957,0.193340342292386,0.5,1,0,1,Normal
0.499876484857819,0.258399334095719,0.562948462726183,0.212923354087229,0.65286050300557,0.244261284530277,0.5538666959426,0.330900826461913,0.425184364612585,0.477541088190916,0,0.5,1,0,ElectricalFailure
0.178332687418748,0.282392235981169,0.653984384293988,0.686771496639697,0.631579120736262,0.406600815954695,0.429439875395729,0.205168082047756,0.37070504587835,0.371540334971278,0.5,1,0,1,ElectricalFailure
0.291825856093462,0.180282974465481,0.574035835680479,0.596668039733463,0.189341228763759,0.306682901222544,0.263687201586123,0.847340445329571,0.394864469330803,0.265753067022868,1,0.5,0,0,Normal
0.50387172757255,0.333090009050108,0.574035835680479,0.493975594440782,0.815806055922203,0.363595155508309,0.3391231497403,0.329530783772256,0.471285356759061,0.358530944893384,0,0,0,0,ElectricalFailure
0.54027165959956,0.293928824724746,0.462990136716188,0.614291113893862,0.297627070763924,0.406584012916257,0.450821581796764,0.242212382315364,0.449309997823779,0.504886607912045,0.5,1,0,1,ElectricalFailure
0.562881617486441,0.209842826925764,0.73783527845882,0.649264347768429,0.623698625586674,0.383640500250858,0.382773535431477,0.464442186898023,0.23353809652872,0.476371928877684,0.5,0,0,1,ElectricalFailure
0.267378208646246,0.150644822671738,0.574035835680479,0.713646141969428,0.217447479050374,0.261224517679461,0.170683162195361,0.673806962969787,0.270123348332017,0.348338633126902,0.5,1,1,1,Normal
0.629847274910084,0.302200545338038,0.607317776215037,0.6189099746899,0.589303047200814,0.214085100866871,0.398173120862534,0.385538425887166,0.321675629952583,0.38405253921256,0,0.5,0,1,ElectricalFailure
0.299567840108487,0.143870706424936,0.537344321788673,0.677333310794084,0.272511235607072,0.424364287310063,0.247760757852955,0.799240142719823,0.441042524420312,0.301467570532937,0.5,1,1,1,Normal
0.680197128657266,0.789538472537593,0.75458737553942,0.603714971499552,0.289762825979689,0.778038540340295,0.661084888748741,0.488060266506301,0.675457665060487,0.743864420828717,1,0.5,1,0,MechanicalFailure
0.503762761490412,0.368546066220014,0.675329713262557,0.662089802537897,0.664024702245405,0.478429016050471,0.392541276879146,0.317773877268331,0.534013442169577,0.441580600374353,0.5,0,1,1,ElectricalFailure
0.238152746076605,0.25915367561916,0.678917483780698,0.705700085549611,0.266412353579223,0.435326233113585,0.26185213603317,0.818597380039468,0.342283002540518,0.223145409563368,1,0,1,1,Normal
0.255257173154933,0.169375178071271,0.647767130276805,0.742214073456873,0.218897596293812,0.383640500250858,0.262039974431783,0.468508308506693,0.331410046804456,0.323959718835758,0,0.5,0,0,Normal
0.213104699716602,0.130773921617727,0.589714445723702,0.686326166658783,0.267523027044072,0.316306448152809,0.298528475105547,0.752653229389329,0.44069486602321,0.396510859981908,1,0.5,1,0,Normal
0.323836093820291,0.293928824724746,0.666578728286991,0.610826688663696,0.150117161551431,0.283345625046284,0.166594732363717,0.825805661535766,0.40251079699712,0.397342325848133,1,0.5,0,1,Normal
0.530125579050118,0.182396540893657,0.544163095706141,0.840623005494868,0.596469190256073,0.393202592874408,0.488245186223771,0.345899459766674,0.427296874725743,0.575256794889574,1,0.5,1,1,ElectricalFailure
0.337633046814219,0.293928824724746,0.618339659055506,0.715918567365902,0.230999347597945,0.204670084891654,0.294171167093047,0.795208865697971,0.167027897688735,0.46373665146845,0.5,1,1,1,Normal
0.462870168171836,0.205883181255365,0.60388184033555,0.662089802537897,0.27311472440324,0.198231302105035,0.340097124344445,0.899912978217469,0.275114400225818,0.46373665146845,1,0.5,0,0,Normal
0.616273525898436,0.547697014390595,0.282154376631221,0.532184087626431,0.234335929643217,0.304928871508763,0.652972357463354,0.329771343970326,0.609568447997772,0.521640287458599,0,0.5,0,0,MechanicalFailure
0.285059273473309,0.293928824724746,0.643492140232153,0.665968628469872,0.159205544236941,0.417994067641843,0.234043173128396,0.770284274570919,0.100733629443509,0.371111094475792,0,1,1,0,Normal
0.471388302408727,0.524363061904841,0.41318088655793,0.77642261315329,0.404714450865984,0.339403207804141,0.873957450258121,0.469362566264438,0.651520001331649,0.512870628813452,0.5,0.5,0,1,MechanicalFailure
0.424851019725446,0.237646085964342,0.718733500082608,0.698553708021317,0.230424227401289,0.306597784886435,0.220876038619403,0.789629174900469,0.403260700296785,0.479483598197783,0.5,0.5,1,1,Normal
0.616069536546921,0.293928824724746,0.599874285778654,0.629064446209147,0.243343025984072,0.531543420339169,0.322828883277264,0.447796082184235,0.758885324554879,0.717089682910227,1,1,1,1,MechanicalFailure
0.503212136379938,0.321265001496035,0.701486717679664,0.306517179042427,0.590962193166616,0.363220667015969,0.428281029074516,0.251555857380511,0.306267431694018,0.459498252306227,1,0,1,0,ElectricalFailure
0.288405624357997,0.0777855661118365,0.578245500407045,0.697759085920483,0.222796363158537,0.495511482859592,0.122389935730166,0.468508308506693,0.341128595517745,0.289445992800647,0,0,1,1,Normal
0.565990588373018,0.758777473433034,0.337855456231917,0.817338270759776,0.309743071439187,0.579682721247664,0.639362414447725,0.459990065893947,0.519691059163934,0.575702727384657,0,1,0,1,MechanicalFailure
0.545800507270406,0.448602936832823,0.620346763181987,0.538977482943253,0.653388432187096,0.213909962467092,0.399344096994935,0.46519908105214,0.501689243980356,0.238279614242356,1,0,0,1,ElectricalFailure
0.564740120424143,0.72585602684515,0.498193888776854,0.670500258173077,0.371329818353779,0.530689552043667,0.737132753135163,0.498115316269714,0.55062244228674,0.73380769807515,1,0.5,1,1,MechanicalFailure
0.273519708752817,0.144687843119181,0.698592996049132,0.694451165810074,0.190537739836887,0.301766063305469,0.282229527807749,0.977120159238656,0.441042524420312,0.453497281622533,0,1,1,0,Normal
0.562554100641125,0.655931882130382,0.574035835680479,0.791064192665369,0.240364067125551,0.693022176471977,0.875911034482247,0.429953676492542,0.518359049269584,0.695143036915609,0,0,1,0,MechanicalFailure
0.462870168171836,0.834039690049892,0.436687989071054,0.543650182280138,0.229075465233615,0.563829866279496,0.387155996182131,0.353828176249912,0.659913681977812,0.801074507143926,1,1,1,1,MechanicalFailure
0.771799021801639,0.492383136716746,0.577852397379392,0.742175686483879,0.209819698916515,0.549695723354313,0.888385201106139,0.612186066685378,0.673338428969609,0.675928700039265,1,0,1,1,MechanicalFailure
0.459222926897826,0.330391384472373,0.634926963018416,0.578923959183874,0.669939830153814,0.384723185543187,0.309112655566582,0.193353086671968,0.441042524420312,0.377992554930651,1,0,0,0,ElectricalFailure
0.528580053224761,0.582042124092313,0.661030216731461,0.743090561446438,0.223643424506539,0.702906004027771,0.664357538761565,0.424801680526442,0.558122587838653,0.50359963718318,0.5,1,1,1,MechanicalFailure
0.331948626510361,0.224448439894248,0.69912489846602,0.39770317382177,0.720848001047318,0.385926469889891,0.409250737422505,0.322111509535906,0.507023523086273,0.630098959247544,0,0.5,0,1,ElectricalFailure
0.229351727014728,0.152322728268864,0.683840476438556,0.701202069574539,0.282375635473782,0.227318416731819,0.118527540939543,0.896408797676091,0.144888498169443,0.348796863442844,0,0,1,0,Normal
0.374121784348219,0.210385477124887,0.594831950624819,0.622192054402824,0.220645168531129,0.435435959459384,0.30580375971848,0.787962899978554,0.388621990380203,0.50144930588256,0.5,0,1,1,Normal
0.365944987283505,0.380268637786974,0.55100282553386,0.548312538133074,0.297627070763924,0.334578359576146,0.335696801785577,0.38256875091175,0.271698162022584,0.467889747693171,0.5,1,1,1,ElectricalFailure
0.348598315873204,0.659116497532966,0.561739926532913,0.770885928390632,0.257766189218241,0.644898217778449,0.727468955869079,0.480779627963863,0.630226717686036,0.487936338484456,0,0.5,0,0,MechanicalFailure
0.462870168171836,0.293928824724746,0.574035835680479,0.844049116762587,0.199055827536956,0.383640500250858,0.387155996182131,0.868264287968525,0.35374482186964,0.387669466280516,1,1,0,1,Normal
0.462870168171836,0.361471369450816,0.663693355053148,0.281481919434798,0.465477351984163,0.383640500250858,0.19592006143781,0.365455079810558,0.283583393910531,0.441179709546304,0,0.5,0,1,ElectricalFailure
0.587139338860157,0.894150558152879,0.287929957207365,0.624300866006987,0.356539906089915,0.707031351803904,0.758637797718033,0.368422270873053,0.441042524420312,0.46373665146845,0,0.5,1,1,MechanicalFailure
0.417472848766477,0.305713158940393,0.857153094491072,0.662089802537897,0.70947037208786,0.383640500250858,0.387155996182131,0.551886361932908,0.297820120212852,0.531750459685526,0,0.5,1,1,ElectricalFailure
0.450700894600762,0.273517127318897,0.498473358548793,0.325206619459164,0.596968890939259,0.383640500250858,0.445668355846142,0.444121179058621,0.332382160101701,0.421883293717441,1,0.5,0,1,ElectricalFailure
0.730471526039093,0.305930022944914,0.626222488201511,0.393928404889396,0.710219927415722,0.383640500250858,0.368128687674541,0.367314314547528,0.298928608046149,0.477616697597374,1,0.5,0,0,ElectricalFailure
0.511157430084804,0.639951687986485,0.224935145433569,0.801302423961016,0.240263507882118,0.553928788265317,0.764036455115862,0.468508308506693,0.642957600067345,0.652973131691641,0,1,0,0,MechanicalFailure
0.551723253210863,0.319518499455041,0.607036942452535,0.510181992806947,0.91940547834805,0.320137998228131,0.284492580935872,0.376630237753776,0.404385668511253,0.637705893869587,0.5,1,0,1,ElectricalFailure
0.786143285705811,0.449875947003638,0.473882209025501,0.662089802537897,0.406772763276588,0.698512167566926,0.621299497345606,0.427306289230719,0.666479972859545,0.709082473768118,1,0.5,0,0,MechanicalFailure
0.228086573771879,0.169779561393221,0.893161157748482,0.736353656319575,0.218468816345324,0.482304681376082,0.197076347872089,0.91161374769008,0.254873068472918,0.43715055325237,0.5,1,1,0,Normal
0.562193029635525,0.388516064807885,0.664273275198952,0.377356588568885,0.640751281212217,0.49659328455213,0.392669290226029,0.319773665080046,0.547659987112829,0.215108787019029,0,0,0,0,ElectricalFailure
0.558931817157168,0.751229414243802,0.792427637873184,0.525539977967565,0.297627070763924,0.46365874762854,0.657093234531148,0.427876310251344,0.69121311987477,0.547559793884938,0.5,0.5,0,1,MechanicalFailure
0.429018216092238,0.322074305173243,0.430415116220631,0.83894699987128,0.665804025934102,0.48364381228738,0.451923323564839,0.355206941708742,0.494767741403523,0.308423102934213,1,0.5,1,0,ElectricalFailure
0.667706098367608,0.729211198369451,0.293765344720559,0.689018537077803,0.0884135843618293,0.674557301306841,0.494965188592755,0.468508308506693,0.561409915331277,0.832548203129642,1,0.5,1,1,MechanicalFailure
0.674969854714094,0.710471038903502,0.516976109189135,0.659495671201182,0.304991613586847,0.78401668841641,0.634451423585032,0.464972116352223,0.663050820849782,0.694591018800019,1,0.5,1,1,MechanicalFailure
0.301643681007285,0.197415455338832,0.732706544412098,0.703442665050143,0.281538595123687,0.239155564123638,0.21584153900275,0.864918838494843,0.232877310555253,0.376411306079616,1,0.5,1,1,Normal
0.482337872309977,0.256905420388692,0.574035835680479,0.402031625945683,0.622235459387774,0.395767956073062,0.411423901409562,0.254457387208662,0.355030943302891,0.397542694150325,1,1,1,1,ElectricalFailure
